video_id,video_url,video_title,video_duration_s,source,window_index,start_s,end_s,duration_s,window_url,action_label,phase,is_step,confidence,description,description_detailed,ocr_text,has_caption,keep,filter_reason,validation_flags
Vsd8r7uSDII,https://www.youtube.com/watch?v=Vsd8r7uSDII,How To Make A Wooden Wick Candle | Luxury Candle Making,288.0,storyboard,31,248.0,256.0,8.0,https://youtu.be/Vsd8r7uSDII?t=248s,trim_wick,finish,1,0.5,Hands trim the wooden wick on the set candle.,"Hands trim the wooden wick on the set candle. finish phase, ~86% in, 4:08–4:16. Terminology: wood wick.",,0,1,,
YspjuWix8TM,https://www.youtube.com/watch?v=YspjuWix8TM,DIY LUXURY CANDLES | STEP BY STEP CANDLE MAKING,483.0,storyboard,24,193.2,201.25,8.05,https://youtu.be/YspjuWix8TM?t=193s,trim_wick,finish,1,0.5,Trimming the multi-wicks on the candle.,"Trimming the multi-wicks on the candle. finish phase, ~40% in, 3:13–3:21.",,0,1,,
YspjuWix8TM,https://www.youtube.com/watch?v=YspjuWix8TM,DIY LUXURY CANDLES | STEP BY STEP CANDLE MAKING,483.0,storyboard,25,201.25,209.3,8.05,https://youtu.be/YspjuWix8TM?t=201s,trim_wick,finish,1,0.5,Torch-finishing & labelling the candle.,"Torch-finishing & labelling the candle. finish phase, ~42% in, 3:21–3:29.",,0,1,,
YspjuWix8TM,https://www.youtube.com/watch?v=YspjuWix8TM,DIY LUXURY CANDLES | STEP BY STEP CANDLE MAKING,483.0,storyboard,26,209.3,217.35,8.05,https://youtu.be/YspjuWix8TM?t=209s,trim_wick,finish,1,0.5,Trimming the multi-wicks on the candle.,"Trimming the multi-wicks on the candle. finish phase, ~43% in, 3:29–3:37.",,0,1,,
bEhlvggbwk8,https://www.youtube.com/watch?v=bEhlvggbwk8,Wick Candle Maker by We R Memory Keepers,82.0,storyboard,7,57.4,65.6,8.2,https://youtu.be/bEhlvggbwk8?t=57s,trim_wick,finish,1,0.5,A teal candle cup is held and the wooden/cotton wick trimmed with scissors.,"A teal candle cup is held and the wooden/cotton wick trimmed with scissors. finish phase, ~70% in, 0:57–1:05.",,0,1,,
ejlyZKwVMU8,https://www.youtube.com/watch?v=ejlyZKwVMU8,HOW TO MAKE WOODEN WICK SCENTED CANDLE | SOY WAX VANILLA SANDAL CANDLE DIY,117.0,storyboard,12,93.6,101.4,7.8,https://youtu.be/ejlyZKwVMU8?t=94s,trim_wick,finish,1,0.55,Caption 'cut unnecessary part of the wick'; the wooden wick is trimmed on the set candle.,"Caption 'cut unnecessary part of the wick'; the wooden wick is trimmed on the set candle. finish phase, ~80% in, 1:33–1:41. Terminology: wood wick.",,0,1,,
nVrWdGYHQkc,https://www.youtube.com/watch?v=nVrWdGYHQkc,Easy DIY Candle Making Tutorial for Beginners || Step-By-Step Guide || GIVEAWAY OVER,511.0,storyboard,55,439.14,447.12,7.98,https://youtu.be/nVrWdGYHQkc?t=439s,trim_wick,finish,1,0.5,Trimming the wick on the set candle.,"Trimming the wick on the set candle. finish phase, ~86% in, 7:19–7:27.",,0,1,,
tUXkZFNUQXI,https://www.youtube.com/watch?v=tUXkZFNUQXI,How I Make Our #1 Bestselling Market Tins | Full Recipe Included,364.0,storyboard,6,47.48,55.39,7.91,https://youtu.be/tUXkZFNUQXI?t=47s,trim_wick,finish,1,0.45,Trimming wicks on the set tin candles.,"Trimming wicks on the set tin candles. finish phase, ~13% in, 0:47–0:55.",,0,1,,
tUXkZFNUQXI,https://www.youtube.com/watch?v=tUXkZFNUQXI,How I Make Our #1 Bestselling Market Tins | Full Recipe Included,364.0,storyboard,10,79.13,87.04,7.91,https://youtu.be/tUXkZFNUQXI?t=79s,trim_wick,finish,1,0.45,Trimming wicks on the set tin candles.,"Trimming wicks on the set tin candles. finish phase, ~22% in, 1:19–1:27.",,0,1,,
tUXkZFNUQXI,https://www.youtube.com/watch?v=tUXkZFNUQXI,How I Make Our #1 Bestselling Market Tins | Full Recipe Included,364.0,storyboard,14,110.78,118.7,7.92,https://youtu.be/tUXkZFNUQXI?t=111s,trim_wick,finish,1,0.45,Trimming wicks on the set tin candles.,"Trimming wicks on the set tin candles. finish phase, ~30% in, 1:50–1:58.",,0,1,,
tUXkZFNUQXI,https://www.youtube.com/watch?v=tUXkZFNUQXI,How I Make Our #1 Bestselling Market Tins | Full Recipe Included,364.0,storyboard,22,174.09,182.0,7.91,https://youtu.be/tUXkZFNUQXI?t=174s,trim_wick,finish,1,0.45,Trimming wicks on the set tin candles.,"Trimming wicks on the set tin candles. finish phase, ~48% in, 2:54–3:02.",,0,1,,
tUXkZFNUQXI,https://www.youtube.com/watch?v=tUXkZFNUQXI,How I Make Our #1 Bestselling Market Tins | Full Recipe Included,364.0,storyboard,26,205.74,213.65,7.91,https://youtu.be/tUXkZFNUQXI?t=206s,trim_wick,finish,1,0.45,Trimming wicks on the set tin candles.,"Trimming wicks on the set tin candles. finish phase, ~57% in, 3:25–3:33.",,0,1,,
tUXkZFNUQXI,https://www.youtube.com/watch?v=tUXkZFNUQXI,How I Make Our #1 Bestselling Market Tins | Full Recipe Included,364.0,storyboard,30,237.39,245.3,7.91,https://youtu.be/tUXkZFNUQXI?t=237s,trim_wick,finish,1,0.45,Trimming wicks on the set tin candles.,"Trimming wicks on the set tin candles. finish phase, ~65% in, 3:57–4:05.",,0,1,,
tUXkZFNUQXI,https://www.youtube.com/watch?v=tUXkZFNUQXI,How I Make Our #1 Bestselling Market Tins | Full Recipe Included,364.0,storyboard,34,269.04,276.96,7.92,https://youtu.be/tUXkZFNUQXI?t=269s,trim_wick,finish,1,0.45,Trimming wicks on the set tin candles.,"Trimming wicks on the set tin candles. finish phase, ~74% in, 4:29–4:36.",,0,1,,
tUXkZFNUQXI,https://www.youtube.com/watch?v=tUXkZFNUQXI,How I Make Our #1 Bestselling Market Tins | Full Recipe Included,364.0,storyboard,38,300.7,308.61,7.91,https://youtu.be/tUXkZFNUQXI?t=301s,trim_wick,finish,1,0.45,Trimming wicks on the set tin candles.,"Trimming wicks on the set tin candles. finish phase, ~83% in, 5:00–5:08.",,0,1,,
vnL7IzFaKUY,https://www.youtube.com/watch?v=vnL7IzFaKUY,What is candle frosting and how to prevent it? | Soy Candles,299.0,storyboard,30,242.43,250.51,8.08,https://youtu.be/vnL7IzFaKUY?t=242s,trim_wick,finish,1,0.4,Scissors trim the wooden wick on the candle.,"Scissors trim the wooden wick on the candle. finish phase, ~81% in, 4:02–4:10. Terminology: wood wick.",,0,1,,
